|negative|, |i'm always hungry | 
|negative|, |i had to cut my screams that's why it's onlt 0:01. it's so embarrassing  ang ingay ko pala all through out the co… URL| 
|negative|, | aw poo! that was so fast  wasn't able to stay up late last night| 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, | i know bro  x| 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |i love the outfit ih  URL| 
|negative|, |canal is the only school in franklin not closed  it's only going to get colder c'mon canal :/| 
|negative|, | ㅋㅋㅋ 맞아! i badly wanna thank them. but sometimes they don't want to accept my thank | 
|negative|, |  my baby benze | 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  he tried to be so happy for her  URL| 
|negative|, | hahahhaha! if only  but exams. haist. if only exams could be fun!| 
|negative|, |  first fucking game  ps4share URL| 
|negative|, |  aww so jungkook was the only one to associate every word with a member bless  he loves them so much, his lil fami… | 
|negative|, | already with a mind but still dunno if im gonna get hims something or just doin something on his name | 
|negative|, | still isn't working | 
|negative|, | she said the 2 and a half weeks after christmas she's gonna be out of town | 
|negative|, | ya thts not an option r  office se seedha ghar| 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  hi! can someone please help me with this taxation seatwork? | 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  everyone forgets how sad momo was when appa was stolen by the sand benders  URL| 
|negative|, |they got rid of my favourite kinda comfy chair in work | 
|negative|, |where is scala?  scalapl  URL| 
|negative|, | hi there, that's not good  which phone are you using? have you tried manually selecting a different network? let us know.| 
|negative|, | yo my bracelet from umg carolina broke  can you dudes hook me up with a new one? URL| 
|negative|, |please don't kill olga.  URL| 
|negative|, |how should i make you stay- URL| 
|negative|, | agency | 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |onlyrpe: tlrp be my fams?   URL| 
|negative|, |      yep. it takes ages for legs to grow back it seems | 
|negative|, |no i wont talk with snake lol no  URL| 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  imagine if rasulullah s.a.w were to be alive and see his ummah in this state... URL| 
|negative|, |i ran out of hoots  | 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  ah! boda mi.. is unfoshunate dat i'm inside suspenshun. maybe u can epp me to beg my bozz  URL| 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  my baby benze | 
|negative|, | they told me during the shoot that i could pick a color??? idk but no one ever asked me again | 
|positive|, | thanks babes | 
|positive|, |  tomorrow is going to be insane!! round 2! live at 1pm est.  i am taking this tree down! URL| 
|positive|, |i  can't  stop  hiccupping ))| 
|positive|, |true  but then marvel is already doing so well with its mcu | 
|positive|, |     gl les gars | 
|positive|, |  mshkla wallah lma tde llnas wjh | 
|positive|, | aww! we love you more  happy listening!| 
|positive|, |photo creds to me  URL| 
|positive|, |  same | 
|positive|, | this is dylhole!! epic block bro!! you showed me | 
|positive|, |paicularly in "bhands" (mud cups)  URL| 
|positive|, |  going to stream some of telltale's batman for a little bit.  URL| 
|positive|, |  this is what life is about. enjoy  URL| 
|positive|, |  'tis the season to be jolly  URL| 
|positive|, | we can hav miniatures &amp; raw form of this to untap the potential from rural places, to build players. great initiative | 
|positive|, | it was, | 
|positive|, | my pleasure, marsha | 
|positive|, |   beautiful and pretty | 
|positive|, |  caoon: had this idea for awhile. decided it was seasonally appropriate. enjoy! share! comment  URL| 
|positive|, |cute, they are trying again  URL| 
|positive|, |  i think you'll love it | 
|positive|, |  keep smiling  URL| 
|positive|, |   you guys have been so amazing ! let's keep pushing | 
|positive|, |    good night and sweet dreams, thomas.  | 
|positive|, |  hbdandweloveyou miho nishida
love  forever URL| 
|positive|, | hi! saw you follow music and think you may like "prove" URL .plz let me know what you think | 
|positive|, |  terrifying  URL| 
|positive|, |i will be streaming at 5:00 pm cet 16.12.2016 guys  (only for a hour though because of scrims)| 
|positive|, |god, how i want to feel the cock inside yourself ! click,don't be shy-    URL URL| 
|positive|, |rogue one premier tonight | 
|positive|, |let's be awkward together. . | 
|positive|, |another year another christmas dinner  christmas dinner festive tradition love URL| 
|positive|, | its soulful and that stands out | 
|positive|, | contestale frogo   win a)cook a meal all by myself | 
|positive|, |  first time in my junior year that i haven't had homework | 
|positive|, | hi! see you follow music and think you may like "dark" URL .plz let me know what you think | 
|positive|, | thanks ellen | 
|positive|, |  don't expect results overnight. consistency is going to be your best friend.  URL| 
|positive|, |  damn thanks cash  &lt;3 URL| 
|positive|, |  they are talented love team. fly high maymay &amp; edward  

-

mayward undeniablechemistry URL| 
|positive|, |finally pokemon go officially released in bangladesh  thanks pokemongo| 
|positive|, |   thanks.. you too jim | 
|positive|, | many thanks! | 
|positive|, |spotifycares: behappyhippie you're welcome. if you need help, we're just a tweet away  /dd| 
|positive|, | hi! saw you keep with music and think u may like "dark" URL .plz let me know what you think | 
|positive|, |please, fuck me !  meet me here    URL URL| 
|positive|, | yes  thank u!!! huhu| 
|positive|, |this will inspire you! 
 via  autism

 URL| 
|positive|, | kian you should do a cover of a song | 
|positive|, |  they are talented love team. fly high maymay &amp; edward  

-

mayward undeniablechemistry URL| 
|positive|, |  tomorrow is going to be insane!! round 2! live at 1pm est.  i am taking this tree down! URL| 
|positive|, |  lead me to the right path 

kisses flashbackfriday| 
|positive|, |  here are some amazing things that happened while you were 16 
i know you'll do greater things at 17 
 | 
|positive|, |stats for the day have arrived. 1 new follower and no unfollowers  via URL| 
|positive|, |lowkey cried when matthew mcconaughey said "bullshit" at end of how 2 lose a guy in 10 days. movie is sometimes corny but what a callback | 
|positive|, |  love meeting you guys in public, if you ever see me come say hi, it always puts me in the happiest mood | 
|positive|, | yep. it has a slack integration. so ux/po can use it via slack  but i honestly don't know much about it  | 
|positive|, |awesome.        URL| 
|positive|, |   happy bihday! sorry i'm late and muchos abrazos | 
|positive|, |  simply beautiful | 
|positive|, |i want to take my virgin? !  i'm there-    URL URL| 
|positive|, |office365 dashboards - analytical repoing tools  URL URL| 
|positive|, |so happy i changed my flights. so nice to just get back into a routine and not worry.  and i get home and hour earlier | 
|positive|, | hi! noticed you follow music and think u may like "prove" URL .plz let me know what u think | 
|positive|, |tomorrow is december" | 
|positive|, |  thanks  thanks for the retweets this week. much appreciated  (want this? it's free! URL| 
|positive|, |     imagining how it would taste. hmmmm lol wht to do m lil hungry | 
|positive|, |  closer by the chainsmokers is probably my favorite song of the year just because they reference blink-182 | 
|positive|, |alleluia!   &lt;3

i just want to share this to all in facebook. god is giving me many signs and symbols as i am a... URL| 
|positive|, | sweet | 
|positive|, |  i'm officially obsessed with  and  ... shoot coming soon...  bts URL| 
|positive|, |  tomorrow is going to be insane!! round 2! live at 1pm est.  i am taking this tree down! URL| 
|positive|, |our shop is currently in expension... we have a lot o new clothes coming just for you | 
|positive|, |  i wanna giveaway some load of mine 
retweet if you will join  
traders only | 
|positive|, |  yang mau difollback just retweet this tweet | 
|positive|, | not me, im staying doll | 
|positive|, | yup! a fighter pilot with unexpected delays due to signalling problems. | 
|positive|, |i miss your dick !  go to the link-    URL URL| 
|positive|, |  closeup of last post  URL| 
|positive|, |happy days!! good night  @ mccahy's irish pub - campeche URL| 
|positive|, |   

langars are free &amp; delicious + give a self happiness of prayer 

cashlesshack stillsofun| 
|positive|, | my feelings exactly. i also feel like "getcha back's" music video is one of the few that actually enhances the song | 
|positive|, |happy thanksgiving to you all  enjoy and be safe!| 
|positive|, | kk  i'll text you when i go| 
|positive|, | aww! we love you more  happy listening!| 
|positive|, |  retweet and follow for a new csgo giveaway! | 
|positive|, | when you see bilal brother, think ahmet ali comes to you, because you are both wonderful  URL| 
|positive|, | hi! see you follow music and think you may like "prove" URL .plz let me know what you think | 
|positive|, |  thank you po  timyholdon URL| 
|positive|, |wishlist  URL| 
|positive|, |  tomorrow is going to be insane!! round 2! live at 1pm est.  i am taking this tree down! URL| 
|positive|, |  today 
URL| 
|positive|, |  that being said, whatever you may be stressing about now will get better with time | 
|positive|, | hahah i'd be honoured to dress here one day | 
|positive|, |  'tis the season to be jolly  URL| 
|positive|, |  doing team bundle headers (x5) for $12.

po - URL

feel free to dm me | 
|positive|, |followfriday  for being top suppos in my community this week | 
|positive|, | tysm! just dm me if you find it | 
|positive|, |wohoo URL| 
|positive|, |  that being said, whatever you may be stressing about now will get better with time | 
|positive|, |  sana,
we are waiting for your 2nd melody project. and, i heard that you want to make a 'date v live' again  

nsn… | 
|positive|, |you may have implied weight was measured in grams instead of newtons. did you mean mass? if not, have a nice day  URL| 
|positive|, |. i thank you for confirming your disinclination to think cogently.  /  atheism| 
|positive|, | okayyy greattt please proceed to your daily activity  URL| 
|positive|, |im good at grammar URL| 
|positive|, |melody breaks thru the silence"!!! | 
|negative|, |emesh  URL| 
|negative|, |feelings are mutual babe !!!!! :'( :'( :'( :'( URL| 
|negative|, |we never got a better version of this picture  URL| 
|negative|, | yeah it seemed like they were on a really tight schedule | 
|negative|, |i'm mr. potato man | 
|negative|, |i cracked the corner of my screen i'm sad | 
|negative|, |i'm so lame on a friday night but migraine | 
|negative|, |  he died  URL| 
|negative|, |i miss getting updates | 
|negative|, | a black kid. who'd have thought | 
|negative|, |tagalllll | 
|negative|, |  it isn't showing up on my page. but i see it on my friends. my twitter is tweakin right now.  URL| 
|negative|, |   i know | 
|negative|, | stop, i miss you sm | 
|negative|, |  r2l 4m last night lf      bb10 bb10weekendkavaar will miss watching… | 
|negative|, |  i enjoy them, but they distract me when i'm writing or recording something... i watch the gif instead of work | 
|negative|, |fcukd im at the train station where i saw the boys for the first time and little mix  sad| 
|negative|, | i can't be laugh its joke... | 
|negative|, |  it isn't showing up on my page. but i see it on my friends. my twitter is tweakin right now.  URL| 
|negative|, |phoebe's grandma just died | 
|negative|, |i want a sausage pizza and chocolate milkshake | 
|negative|, | welcome to "wonderful" world of uk media  good to see yr tweet to  be careful what you say; they will twist it| 
|negative|, | twitter doesn't like porait pictures | 
|negative|, |it's a week today since i met tom | 
|negative|, |is a lie in really too much to ask for | 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |hope ****** is doing well , although i miss them so much  and wish i could've just fixed things before it was all too late .| 
|negative|, | i still havent done my placement matches | 
|negative|, |  
still can't decide my outfit for twitteryuleball2016 tonight  can you help me choose? 1, 2, 3 or 4? ht…| 
|negative|, |my nose is blocked | 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |  i hate it when i hide my feelings | 
|negative|, |they don't have gqom in pampierstad | 
|negative|, |cuz he don't wanna be forced to break up wit u URL| 
|negative|, | if only u lived in my city | 
|negative|, |my charger | 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |  i miss my friends | 
|negative|, |  got denied from harvard  URL| 
|negative|, |i have had a crazy night i just wanna be in my bed | 
|negative|, | sounds good, daily mail though | 
|negative|, |moment
moment when you want somebody too hug | 
|negative|, |please !  respect jackson and his space| 
|negative|, | these are fab :d wish i hadn't thrown out my old shareware cd's with all of their awesome old 3d stuff now | 
|negative|, | oh i'm older | 
|negative|, |who said this  URL| 
|negative|, |do the cutscenes ever end | 
|negative|, |boredddd | 
|negative|, |  this! so so disillusioned. a country without a credible, effective opposition is doomed to totalitarianism | 
|negative|, | so, staying up nearly all night (live in britain) didn't work  missed out on your book  missedme| 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |  oh ok. i'm still not badass. | 
|negative|, |i'm gonna miss my girl  URL| 
|negative|, | yes please wait for me | 
|negative|, |  but....i can't marry my dad  URL| 
|negative|, |   if you didn't receive a text from anyone on wearedatingchallenge  i can't be the only one URL| 
|negative|, |it's 2016 and i still cry over chuck and sarah  URL| 
|negative|, |i'm going to miss my wifi | 
|negative|, |i just ate so much | 
|negative|, | someday both the police &amp; the legislators will clue in | 
|negative|, |  please check your dm. i got the email but read it too late | 
|negative|, |  afg: 5 women officers of kandahar airpo shot dead along with their driver this morning. they were newly hired by… | 
|negative|, |/ 😂😂 lets summon them URL| 
|negative|, |yeah you gotta go URL| 
|negative|, |i know what you feel unnie, be patient😄 URL| 
|negative|, |  i hate guys fr, they treat you sooooo good in the beginning, make you feel so special and then just stop like why? for wh…| 
|negative|, |hays | 
|negative|, |this is me URL| 
|negative|, |failed to max skill    URL| 
|negative|, |i miss my friends so much  i really want to see them again 💔| 
|negative|, |i just want  in my arms again | 
|negative|, |i liked the leaked version of living single more.. | 
|negative|, | clean your fingernails doe | 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |sir , can you pls explain? don't really want to stop respecting you  URL  | 
|negative|, |  
still can't decide my outfit for twitteryuleball2016 tonight  can you help me choose? 1, 2, 3 or 4? ht…| 
|negative|, |i'm depressed char  | 
|negative|, |he was so young | 
|negative|, | wew wtf ust | 
|negative|, | that's awful | 
|negative|, |when  takes forever to msg me  URL| 
|negative|, |already home alone | 
|negative|, | i hate when u r on private | 
|negative|, |  i want some beer | 
|negative|, |my coconut oil last time and now this  rip good skin| 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |monday URL| 
|negative|, |today was so horrible i'm going to sleep for 10 years | 
|negative|, |  so bored and not tired | 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |i can't look at that boy with the sad face in aleppo anymore. i look away everytime. hus really bad | 
|negative|, |yall ive been waiting for 2 hours now gosh i just wanna watch rogue one at 7:30 appa where ahryu | 
|negative|, |just had the worst nightmare in my life | 
|negative|, |i miss brian | 
|negative|, |when i dream about you pa talaga yung cut-off  wew URL| 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |tumblr solo mostrarme gay cuddles, carepijas | 
|negative|, |why is monday so far from friday, but friday is so close to monday. | 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |so, i took off from  and staed trimming digital presence. voter rolls are publicly accessible so address ewsy to find | 
|negative|, |  sad bc i'm not going to b able to go on tower of terror before they take it down | 
|positive|, |  devudulantimanishi book launch today..!! true title for my father..cannot wait to turn the pages of this book  https…| 
|positive|, |  i'm not even kidding if there is a tom hardy and harry cutout for dunkirk i will steal it before they display it at my jo…| 
|positive|, |   you guys have been so amazing ! let's keep pushing | 
|positive|, |stats for the day have arrived. 1 new follower and no unfollowers  via URL| 
|positive|, | you're bad! | 
|positive|, |may update!  jonaxxiofkab17| 
|positive|, |i'm back, just not sure to what yet. gonna try this twittering thing out again  it's been a while| 
|positive|, |you keep me lookin proud for you all day | 
|positive|, |  bae: are u awake 

me: yeah  

me after hitting send:
URL| 
|positive|, |  happy bihday   
saal m du du bihdays :-d 
one official one real :-d thats one is real URL| 
|positive|, |  good question, if i had one wish for christmas, it's to always be happy no matter what may come my way. URL| 
|positive|, |  many many happy returns of this day to a big bro who is an inspiration to all the nationalists..keep inspiring yout… | 
|positive|, |   thank you | 
|positive|, |still up | 
|positive|, | bahaha that's what i'm going for then - authenticity  x| 
|positive|, |  matching my koffee cup  URL| 
|positive|, |hi  thank you for following me! i think this automation send you a message in your inbox also. | 
|positive|, |  bae: are u awake 

me: yeah  

me after hitting send:
URL| 
|positive|, |hey   thanks for the  last week, have a great saturday | 
|positive|, | thanks for following me! be free to message me! maybe we have something in common? | 
|positive|, |gotta work out to have a nice ab line  URL| 
|positive|, | hi! see you follow music and think you may like "dark" URL .plz let me know what you think | 
|positive|, |  we can also defend our babies in a nice way.  
mayward sentisabadorewind| 
|positive|, |   thank you for following  look forward to chatting with you via URL| 
|positive|, |   thank you for following  look forward to chatting with you via URL| 
|positive|, |   thank you for following  look forward to chatting with you via URL| 
|positive|, |  161213-15
jingyu in thailand ♥
we're waiting for you 

full : URL
welcomejingyutothailand… | 
|positive|, |  thank you for following  look forward to chatting with you via URL| 
|positive|, |   thank you for following  look forward to chatting with you via URL| 
|positive|, |  yang mau difollback just retweet this tweet | 
|positive|, |thank you   URL| 
|positive|, |  thank you for following  look forward to chatting with you via URL| 
|positive|, |  followfriday    thanks for being top suppos this week | 
|positive|, |post URL| 
|positive|, | hi! noticed you follow music and think u may like "prove" URL .plz let me know what u think | 
|positive|, |i hope ayse will die soon. 
that disgusting fake smile and her irritating cat voice gets on my nerves 😑   | 
|positive|, |  can't be disappointed if u always expect the worst from everyone | 
|positive|, | okay | 
|positive|, |  devudulantimanishi book launch today..!! true title for my father..cannot wait to turn the pages of this book  https…| 
|positive|, |obsessed with classes. | 
|positive|, |stats for the day have arrived. 1 new follower and no unfollowers  via URL| 
|positive|, | haha no worries  our flight should be fine as it's not until after. it's a tough one, can see both sides :-/| 
|positive|, |  wil do ) URL| 
|positive|, |superstarrajni wishes to  vip2 
raghuvaranisback vip2shootsfromtoday dhanush  

URL| 
|positive|, |  people  lie  when  they  say  they  care  about  you | 
|positive|, |t truly is an epic failure as gandhi is unable to lead. both india and the congress pa" URL  good one | 
|positive|, |good morning everybody  URL| 
|positive|, |  what better way to celebrate than an inflatable, cotton candy and popcorn?! thanks for all the founder's day wishes… | 
|positive|, |marc logan na guys | 
|positive|, |  all the best in your final exam!
may allah ease everything  URL| 
|positive|, | hi! see you follow music and think you may like "dark" URL .plz let me know what you think | 
|positive|, |  a little story i had in mind with a tiger being friend with a big caterpillar 
happy ending ^^ 

caterpillar in f… | 
|positive|, |  smiles are contagious! | 
|positive|, |  i do what i can. | 
|positive|, | genau  und hotel serien sind grand hotel/ velvet/ the paradise (besonders toll)| 
|positive|, | okay yes! now let's continue our talk through dm | 
|negative|, |army official announced that 13 killer,  46 injured  URL| 
|negative|, |  it isn't showing up on my page. but i see it on my friends. my twitter is tweakin right now.  URL| 
|negative|, |  i hate snow so much! its so darn cold | 
|negative|, |i've been crying almost all day lol and now a twitter video just made me cry  when will it stop?!| 
|negative|, | my family and friends won't pay for it cos they're broke | 
|negative|, |ahhhhh ? but he looks damn handsome in every selca he took  URL| 
|negative|, | i dont have a mosh ticket | 
|negative|, |  his lips look so soft  i just want to kiss him forever URL| 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |  changgu: i like u  do u like me back?
yanan: no
changgu: 
yanan: you never asked if i loved you
changgu: aw do u lov…| 
|negative|, |i actually don't care i just feel bad for you  you have a really sad life| 
|negative|, | i don't think so, just some people that has those assumptions. boxasian didn't have jdrama as much as kissasian i'm sad | 
|negative|, |  [instagram story video] jessica.syj: can this app not make my eyes bigger plz? 
it's scary😱… | 
|negative|, |  i'm here ya need anything, babe.| 
|negative|, |  you okay?| 
|negative|, |at the gym and its not even open yet | 
|negative|, |  i miss the old you | 
|negative|, | or is it not even gonna be available i india | 
|negative|, |  after 6 months of tweeting genuinely | 
|negative|, | same dude, same | 
|negative|, | i wanna join the pack but i don't have money | 
|negative|, | one of them is a take home essay so i feel like they won't care | 
|negative|, |  my fav pa was 'soft'. like. how do u kno. i could be icky and prickly. (jk i'm super soft, coconut oil, y'all.) URL| 
|negative|, | aagghhhh i stuck at home feeling awful 
you heading to orchestra of spheres?!| 
|negative|, | yes  how come they went away after i joined plenti and linked the accounts?| 
|negative|, |  i miss the old you | 
|negative|, | that's terrible.  | 
|negative|, |   ahhhh me too!  i miss you.| 
|negative|, | &gt;swtor killed any hope of a new kotor game

| 
|negative|, |calum and nia was caught together in one house

photo below | 
|negative|, |emesh  URL| 
|negative|, |feelings are mutual babe !!!!! :'( :'( :'( :'( URL| 
|negative|, |we never got a better version of this picture  URL| 
|negative|, | yeah it seemed like they were on a really tight schedule | 
|negative|, |i'm mr. potato man | 
|negative|, |i cracked the corner of my screen i'm sad | 
|negative|, |i'm so lame on a friday night but migraine | 
|negative|, |  he died  URL| 
|negative|, |i miss getting updates | 
|negative|, | a black kid. who'd have thought | 
|negative|, |tagalllll | 
|negative|, |  it isn't showing up on my page. but i see it on my friends. my twitter is tweakin right now.  URL| 
|negative|, |   i know | 
|negative|, | stop, i miss you sm | 
|negative|, |  r2l 4m last night lf      bb10 bb10weekendkavaar will miss watching… | 
|negative|, |  i enjoy them, but they distract me when i'm writing or recording something... i watch the gif instead of work | 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |i woke up from a good ass nap just to get mad | 
|negative|, |i would punch him but he looks like ******* | 
|negative|, | we'll see, cuz i'm still fat and dont like fancy pictures | 
|negative|, | hi pizza sadly im sick | 
|negative|, | its not woh it you have to pay to play it | 
|negative|, |  i already miss  | 
|negative|, | URL is back    ;)  but no forum    | 
|negative|, |but im not getting that new book smell i guess so | 
|negative|, | it is but i'm not. wow | 
|negative|, |so may people's last days today then there's me with another week left | 
|negative|, |  when it's cuddling weather but you don't have a boo to cuddle with | 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  chunji: you're taller k
ljoe : kkkkkkk annoying 🌚 

ahh sorry i can't stop loving chunjoe afff  URL| 
|negative|, |i'm gonna miss running man | 
|negative|, |yall im so fucking sad | 
|negative|, |i already miss even and isak | 
|negative|, |when you have a show tomorrow, but your mental health is in the negatives and you don't have the energy | 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, | es abbie! | 
|negative|, | hi, do you possibly have a dropbox link to all your photos from utct? jetline photos  did the 65k! thanks. steve| 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, | i'm still waiting for battle of naboo. | 
|negative|, |  i don't even wanna do anything during the break i just need to relax after this stressful ass semester | 
|negative|, | my bc just expired today | 
|negative|, |  i vote hellyshah for swaragini
tvpersonality2016  
 

i hate my laptop, net connection…| 
|negative|, |  gop doesn't care about life. i saw the 46 young orfhans on tv over russia's bombing,they have to hide-1 was asking… | 
|negative|, |  i wanna talk to boys but they're gross | 
|negative|, | hi, do you possibly have a dropbox link to all your photos from utct? jetline photos  did the 65k! thanks. steve| 
|negative|, |  please pre-order the winter album if you can | 
|negative|, |oh wow  URL| 
|negative|, |somebody buy me food pls | 
|negative|, |and i have to get a main gate replacement as well | 
|negative|, | but seriously i have | 
|negative|, |i've been playing 8 ball against randoms all night &amp; they're all so good | 
|negative|, | i can't find it | 
|negative|, |my senpai never notice me and i'm sad | 
|negative|, |  happy bihday  hope you have the best day 💛 miss you  love you loads 🎉👸💞💖 URL| 
|negative|, |they're donating all the for life album profits to charity  i love exo the kindest souls on this god forsaken planet| 
|negative|, | i'm in bed and i can't sleep | 
|negative|, |i'm so picky when it comes to guys | 
|negative|, | what's wrong seriously, all these shity songs ahh | 
|negative|, | the 2nd gen had cap handling. | 
|negative|, |  just wanna smoke and appreciate kid cudis new album in the rain  💓| 
|negative|, |   yeah i'm so looking forward to death stranding! he is a genius for sure. but it's not the same as mgs…| 
|negative|, |i liked a  video from  URL pray for baby kyrie | 
|negative|, |  arbaaz khan officially announced dabangg3. get ready for eid2018 | 
|negative|, | currently none at my house though | 
|negative|, |  sorry i don't wear enough thrasher or tweet negatively about the world enough for you guys | 
|negative|, |i finally get my  package after it being a week late and the items have rolled around so much they are all bent up and ugly  sigh| 
|negative|, |  i vote hellyshah for swaragini
tvpersonality2016  
 

and everything is falling apa…| 
|negative|, |  i'm really crying rn dude... i thought i was calling my mom  but i had the wrong number and... URL| 
|negative|, |  me too  URL| 
|negative|, |i missed you most, bestie | 
|negative|, |i miss my hard-working self. 💔 URL| 
|negative|, |oh no  URL| 
|negative|, |if i don tmake a ceain amount in a week i just make hourly  which isn't.... bad. but....... could be more| 
|negative|, |askies😢 URL| 
|negative|, | what | 
|negative|, |   , great post &amp; very interesting aifact. but looks like sw metering is not on by default though | 
|negative|, |  i'm so proud and happy for u  URL| 
|negative|, |all i want for christmas is a nice highlighter | 
|negative|, |why is life so hard i just want a  hashbrown.... | 
|negative|, |i know that shouldn't have made me sad reading that but it did a little | 
|negative|, | ditto i watched it in regular cinema  you saw it the best way..| 
|negative|, | i wanna talk to you but i know you won't notice this. | 
|negative|, |i feel like i got the worst &amp; best luck | 
|negative|, | wuuut noooo it's so cute what u talkin bout | 
|negative|, |offline zoned | 
|negative|, | i love you guys too | 
|negative|, |not looking forward to working in the below 0 temperature weather on saturday | 
|negative|, | my kisses cant reach you bcoz youre too far from me | 
|negative|, | good lord…why are you killing us like this?  

this is the third or fouh consecutive pun by you that has made me cry| 
|negative|, |need a link to cudi | 
|negative|, |like why the fuck | 
